Wind Dir (°),Wind Spd (ms),Wind Gusts 1h (ms),Wave Height (m),Dominant Wave Period (s),Avg Wave Period (s),Dominant Wave Dir,Pressure,Air Temp,Water Temp,dewpoint,Date,Heure
10.0,7.0,9.0,,,,,1020.7,,,,22/12/2024,22:00
360.0,6.0,8.0,5.9,16.0,12.0,331.0,1020.8,22.4,25.6,,22/12/2024,21:50
10.0,7.0,9.0,,,,,1021.0,22.4,25.6,,22/12/2024,21:40
30.0,6.0,9.0,,,,,1021.0,22.4,25.6,,22/12/2024,21:30
20.0,5.0,7.0,5.6,16.0,11.7,323.0,1020.9,22.2,25.6,,22/12/2024,21:20
10.0,6.0,8.0,5.6,,11.7,323.0,1021.1,22.0,25.6,,22/12/2024,21:10
10.0,7.0,9.0,,,,,1021.2,22.0,25.6,,22/12/2024,21:00
350.0,7.0,10.0,6.4,16.0,12.0,318.0,1021.2,21.9,25.6,,22/12/2024,20:50
330.0,7.0,11.0,6.4,,12.0,318.0,1021.2,22.5,25.6,,22/12/2024,20:40
280.0,5.0,8.0,,,,,1021.0,22.7,25.7,,22/12/2024,20:30
280.0,7.0,10.0,5.9,16.0,12.1,318.0,1020.8,23.1,25.6,,22/12/2024,20:20
280.0,8.0,11.0,5.9,,12.1,318.0,1020.6,23.7,25.6,,22/12/2024,20:10
270.0,7.0,10.0,,,,,1020.5,25.0,,,22/12/2024,20:00
260.0,6.0,8.0,6.9,17.0,13.1,326.0,1020.3,25.0,25.6,,22/12/2024,19:50
250.0,6.0,8.0,6.9,,13.1,326.0,1020.1,25.0,25.7,,22/12/2024,19:40
260.0,6.0,8.0,,,,,1020.1,25.1,25.7,,22/12/2024,19:30
260.0,6.0,8.0,6.1,15.0,12.2,323.0,1019.9,25.1,25.6,,22/12/2024,19:20
250.0,6.0,7.0,6.1,,12.2,323.0,1019.8,25.0,25.6,,22/12/2024,19:10
250.0,6.0,7.0,,,,,1019.6,25.0,25.6,,22/12/2024,19:00
260.0,6.0,8.0,6.5,16.0,12.6,316.0,1019.5,25.0,25.6,,22/12/2024,18:50
250.0,6.0,7.0,,,,,1019.3,24.9,25.6,,22/12/2024,18:40
250.0,6.0,7.0,,,,,1019.3,24.9,25.6,,22/12/2024,18:30
250.0,6.0,8.0,6.5,16.0,12.8,321.0,1019.1,24.8,25.6,,22/12/2024,18:20
250.0,6.0,8.0,,,,,1018.9,24.8,25.6,,22/12/2024,18:10
250.0,6.0,9.0,,,,,1018.7,24.8,25.6,,22/12/2024,18:00
250.0,6.0,8.0,6.2,17.0,12.7,324.0,1018.6,24.9,25.6,,22/12/2024,17:50
240.0,6.0,8.0,,,,,1018.3,24.8,25.6,,22/12/2024,17:40
240.0,6.0,8.0,,,,,1018.1,24.8,25.6,,22/12/2024,17:30
240.0,6.0,8.0,6.2,17.0,12.7,319.0,1018.0,24.8,25.6,,22/12/2024,17:20
240.0,6.0,8.0,6.2,,12.7,319.0,1018.0,24.7,25.6,,22/12/2024,17:10
250.0,6.0,8.0,,,,,1018.0,24.7,25.6,,22/12/2024,17:00
240.0,6.0,8.0,6.2,17.0,13.2,327.0,1017.7,24.6,25.6,,22/12/2024,16:50
240.0,6.0,8.0,6.2,,13.2,327.0,1017.8,24.6,25.6,,22/12/2024,16:40
240.0,6.0,8.0,,,,,1017.7,24.7,25.6,,22/12/2024,16:30
240.0,5.0,7.0,6.2,16.0,13.2,321.0,1017.7,24.7,25.6,,22/12/2024,16:20
240.0,5.0,7.0,6.2,,13.2,321.0,1017.7,24.7,25.6,,22/12/2024,16:10
240.0,5.0,7.0,,,,,1017.8,24.7,25.7,,22/12/2024,16:00
250.0,6.0,7.0,6.2,17.0,13.4,317.0,1017.8,24.7,25.7,,22/12/2024,15:50
250.0,5.0,7.0,,,,,1017.7,24.7,25.7,,22/12/2024,15:40
260.0,5.0,8.0,,,,,1017.6,24.7,25.7,,22/12/2024,15:30
260.0,6.0,8.0,6.2,17.0,13.4,316.0,1017.5,24.8,25.7,,22/12/2024,15:20
260.0,6.0,8.0,6.2,,13.4,316.0,1017.5,24.8,25.7,,22/12/2024,15:10
250.0,6.0,8.0,,,,,1017.5,24.8,25.7,,22/12/2024,15:00
260.0,6.0,9.0,5.5,16.0,12.5,308.0,1017.5,24.8,25.7,,22/12/2024,14:50
260.0,6.0,8.0,5.5,,12.5,308.0,1017.4,24.8,25.7,,22/12/2024,14:40
260.0,6.0,8.0,,,,,1017.5,24.7,25.7,,22/12/2024,14:30
260.0,6.0,8.0,5.6,17.0,13.1,308.0,1017.5,24.7,25.7,,22/12/2024,14:20
260.0,6.0,8.0,5.6,,13.1,308.0,1017.5,24.8,25.7,,22/12/2024,14:10
260.0,6.0,9.0,,,,,1017.5,24.8,25.7,,22/12/2024,14:00
270.0,5.0,7.0,5.6,17.0,12.8,317.0,1017.6,24.8,25.7,,22/12/2024,13:50
260.0,6.0,8.0,,,,,1017.5,24.9,25.7,,22/12/2024,13:40
260.0,6.0,7.0,,,,,1017.5,24.9,25.7,,22/12/2024,13:30
260.0,6.0,8.0,5.3,15.0,12.5,307.0,1017.5,24.8,25.7,,22/12/2024,13:20
260.0,6.0,8.0,5.3,,12.5,307.0,1017.6,24.8,25.7,,22/12/2024,13:10
260.0,6.0,8.0,,,,,1017.6,24.8,25.7,,22/12/2024,13:00
260.0,6.0,8.0,4.6,15.0,12.0,307.0,1017.7,24.8,25.7,,22/12/2024,12:50
260.0,6.0,7.0,4.6,,12.0,307.0,1017.7,24.9,25.7,,22/12/2024,12:40
260.0,6.0,8.0,,,,,1017.8,24.9,25.7,,22/12/2024,12:30
260.0,6.0,8.0,5.0,19.0,12.3,314.0,1017.8,24.9,25.7,,22/12/2024,12:20
260.0,7.0,8.0,5.0,,12.3,314.0,1017.9,24.9,25.7,,22/12/2024,12:10
270.0,6.0,9.0,,,,,1017.9,24.9,25.7,,22/12/2024,12:00
260.0,7.0,9.0,4.2,21.0,11.5,325.0,1017.9,24.9,25.7,,22/12/2024,11:50
260.0,6.0,8.0,,,,,1018.0,24.9,25.7,,22/12/2024,11:40
260.0,6.0,8.0,,,,,1018.0,25.0,25.7,,22/12/2024,11:30
260.0,6.0,8.0,4.6,19.0,11.5,319.0,1018.1,24.9,25.7,,22/12/2024,11:20
260.0,6.0,7.0,4.6,,11.5,319.0,1018.2,24.9,25.7,,22/12/2024,11:10
260.0,6.0,8.0,,,,,1018.3,24.9,25.7,,22/12/2024,11:00
260.0,6.0,8.0,4.6,21.0,11.7,336.0,1018.3,24.9,25.7,,22/12/2024,10:50
260.0,6.0,8.0,,,,,1018.4,24.9,25.7,,22/12/2024,10:40
260.0,6.0,8.0,,,,,1018.5,25.0,25.7,,22/12/2024,10:30
260.0,6.0,8.0,4.5,21.0,11.4,320.0,1018.5,24.9,25.7,,22/12/2024,10:20
260.0,6.0,8.0,4.5,,11.4,320.0,1018.6,25.0,25.7,,22/12/2024,10:10
250.0,5.0,8.0,,,,,1018.5,25.1,25.7,,22/12/2024,10:00
240.0,5.0,7.0,4.3,15.0,11.2,309.0,1018.4,25.1,25.7,,22/12/2024,09:50
250.0,5.0,7.0,4.3,,11.2,309.0,1018.4,25.0,25.7,,22/12/2024,09:40
250.0,5.0,7.0,,,,,1018.5,25.1,25.7,,22/12/2024,09:30
260.0,5.0,7.0,4.6,14.0,11.2,318.0,1018.5,25.1,25.7,,22/12/2024,09:20
260.0,5.0,7.0,4.6,,11.2,318.0,1018.5,25.1,25.8,,22/12/2024,09:10
260.0,4.0,7.0,,,,,1018.4,25.1,25.8,,22/12/2024,09:00
250.0,4.0,6.0,4.2,14.0,10.9,308.0,1018.3,25.1,25.8,,22/12/2024,08:50
240.0,4.0,6.0,,,,,1018.3,25.2,25.8,,22/12/2024,08:40
250.0,4.0,6.0,,,,,1018.2,25.1,25.8,,22/12/2024,08:30
250.0,4.0,6.0,4.0,14.0,10.8,320.0,1018.2,25.1,25.8,,22/12/2024,08:20
250.0,4.0,6.0,4.0,,10.8,320.0,1018.2,25.2,25.8,,22/12/2024,08:10
250.0,5.0,6.0,,,,,1018.2,25.2,25.8,,22/12/2024,08:00
260.0,4.0,6.0,4.1,14.0,10.8,314.0,1018.2,25.2,25.8,,22/12/2024,07:50
250.0,4.0,6.0,4.1,,10.8,314.0,1018.1,25.1,25.7,,22/12/2024,07:40
260.0,4.0,6.0,,,,,1018.0,25.2,25.8,,22/12/2024,07:30
250.0,5.0,6.0,3.7,14.0,10.3,323.0,1017.9,25.2,25.8,,22/12/2024,07:20
240.0,4.0,6.0,3.7,,10.3,323.0,1017.8,25.2,25.8,,22/12/2024,07:10
240.0,5.0,6.0,,,,,1017.8,,25.8,,22/12/2024,07:00
240.0,4.0,6.0,3.8,15.0,10.3,322.0,1017.7,25.2,,,22/12/2024,06:50
240.0,5.0,7.0,3.8,,10.3,322.0,1017.6,25.2,25.8,,22/12/2024,06:40
250.0,4.0,6.0,,,,,1017.5,25.2,25.8,,22/12/2024,06:30
240.0,5.0,6.0,4.0,15.0,10.6,321.0,1017.4,25.2,25.8,,22/12/2024,06:20
240.0,5.0,6.0,4.0,,10.6,321.0,1017.3,25.2,25.8,,22/12/2024,06:10
240.0,5.0,7.0,,,,,1017.3,25.2,25.8,,22/12/2024,06:00
240.0,5.0,6.0,3.1,14.0,9.5,332.0,1017.1,25.2,25.8,,22/12/2024,05:50
240.0,4.0,6.0,,,,,1017.1,25.2,25.8,,22/12/2024,05:40
250.0,4.0,6.0,,,,,1017.0,25.2,25.8,,22/12/2024,05:30
250.0,5.0,6.0,3.3,14.0,9.6,319.0,1016.8,25.2,25.8,,22/12/2024,05:20
250.0,4.0,6.0,3.3,,9.6,319.0,1016.6,25.2,25.8,,22/12/2024,05:10
240.0,4.0,6.0,,,,,1016.5,25.2,25.8,,22/12/2024,05:00
240.0,5.0,6.0,3.3,14.0,9.4,317.0,1016.3,25.2,25.8,,22/12/2024,04:50
240.0,5.0,6.0,3.3,,9.4,317.0,1016.2,25.2,25.8,,22/12/2024,04:40
250.0,4.0,6.0,,,,,1016.1,25.2,25.8,,22/12/2024,04:30
240.0,5.0,6.0,3.4,15.0,9.5,308.0,1016.0,25.2,25.8,,22/12/2024,04:20
240.0,5.0,6.0,3.4,,9.5,308.0,1015.8,25.3,25.8,,22/12/2024,04:10
240.0,5.0,6.0,,,,,1015.7,25.3,25.8,,22/12/2024,04:00
250.0,5.0,7.0,2.9,14.0,9.1,319.0,1015.7,25.4,25.8,,22/12/2024,03:50
240.0,5.0,6.0,,,,,1015.7,25.4,25.8,,22/12/2024,03:40
240.0,5.0,7.0,,,,,1015.6,25.5,25.8,,22/12/2024,03:30
240.0,5.0,6.0,3.3,15.0,9.6,313.0,1015.6,25.5,25.8,,22/12/2024,03:20
240.0,5.0,7.0,3.3,,9.6,313.0,1015.5,25.6,25.8,,22/12/2024,03:10
250.0,5.0,7.0,,,,,1015.4,25.6,25.8,,22/12/2024,03:00
240.0,5.0,7.0,3.0,15.0,9.6,310.0,1015.4,25.5,25.8,,22/12/2024,02:50
240.0,5.0,6.0,3.0,,9.6,310.0,1015.3,25.5,25.8,,22/12/2024,02:40
230.0,5.0,7.0,,,,,1015.2,25.5,25.8,,22/12/2024,02:30
240.0,5.0,7.0,3.3,15.0,9.6,312.0,1015.1,25.5,25.8,,22/12/2024,02:20
230.0,6.0,7.0,3.3,,9.6,312.0,1015.1,25.5,25.8,,22/12/2024,02:10
230.0,5.0,7.0,,,,,1015.1,25.5,25.8,,22/12/2024,02:00
240.0,6.0,7.0,3.5,15.0,9.9,315.0,1015.1,25.5,25.8,,22/12/2024,01:50
230.0,6.0,7.0,,,,,1014.9,25.5,25.8,,22/12/2024,01:40
240.0,5.0,7.0,,,,,1014.8,25.5,25.8,,22/12/2024,01:30
240.0,5.0,7.0,3.1,11.0,9.1,319.0,1014.8,25.5,25.8,,22/12/2024,01:20
240.0,5.0,7.0,3.1,,9.1,319.0,1014.8,25.5,25.8,,22/12/2024,01:10
230.0,5.0,7.0,,,,,1014.8,25.5,25.8,,22/12/2024,01:00
230.0,5.0,7.0,3.3,15.0,9.5,320.0,1014.7,25.4,25.8,,22/12/2024,00:50
240.0,5.0,7.0,,,,,1014.7,25.4,25.8,,22/12/2024,00:40
240.0,5.0,7.0,,,,,1014.8,25.4,,,22/12/2024,00:30
240.0,5.0,7.0,3.2,13.0,9.7,315.0,1014.8,25.4,25.9,,22/12/2024,00:20
240.0,5.0,6.0,3.2,,9.7,315.0,1014.9,25.4,25.8,,22/12/2024,00:10
240.0,5.0,7.0,,,,,1015.0,25.4,25.9,,22/12/2024,00:00
240.0,5.0,7.0,3.7,12.0,10.2,319.0,1015.1,25.4,25.9,,21/12/2024,23:50
230.0,5.0,7.0,,,,,1015.2,25.4,25.8,,21/12/2024,23:40
240.0,5.0,7.0,3.5,15.0,9.9,314.0,1015.6,25.4,25.9,,21/12/2024,23:20
240.0,5.0,7.0,3.5,,9.9,314.0,1015.7,25.3,25.8,,21/12/2024,23:10
230.0,5.0,7.0,,,,,1015.7,25.3,25.8,,21/12/2024,23:00
230.0,5.0,6.0,3.3,15.0,9.7,322.0,1015.9,25.3,25.8,,21/12/2024,22:50
220.0,5.0,6.0,3.3,,9.7,322.0,1016.0,25.4,25.8,,21/12/2024,22:40
220.0,5.0,7.0,,,,,1016.1,25.4,25.8,,21/12/2024,22:30
220.0,5.0,7.0,4.0,16.0,10.4,316.0,1016.3,25.4,25.8,,21/12/2024,22:20
230.0,5.0,6.0,4.0,,10.4,316.0,1016.5,25.4,25.8,,21/12/2024,22:10
230.0,5.0,6.0,,,,,1016.8,25.4,25.8,,21/12/2024,22:00
230.0,4.0,6.0,3.4,16.0,9.6,317.0,1016.9,25.3,25.8,,21/12/2024,21:50
230.0,5.0,7.0,3.4,,9.6,317.0,1017.0,25.3,25.8,,21/12/2024,21:40
230.0,5.0,7.0,,,,,1017.1,25.3,25.8,,21/12/2024,21:30
230.0,5.0,6.0,3.6,16.0,10.0,315.0,1017.2,25.3,25.7,,21/12/2024,21:20
240.0,4.0,6.0,,,,,1017.4,25.3,25.7,,21/12/2024,21:10
240.0,4.0,6.0,,,,,1017.6,25.3,25.7,,21/12/2024,21:00
230.0,4.0,5.0,3.9,15.0,10.2,316.0,1017.7,25.3,25.7,,21/12/2024,20:50
240.0,5.0,6.0,,,,,1017.8,25.3,25.7,,21/12/2024,20:40
240.0,5.0,7.0,,,,,1017.8,25.3,25.7,,21/12/2024,20:30
240.0,5.0,7.0,4.1,15.0,10.3,318.0,1017.8,25.3,,,21/12/2024,20:20
250.0,5.0,6.0,4.1,,10.3,318.0,1017.9,25.3,25.7,,21/12/2024,20:10
240.0,5.0,7.0,,,,,1017.8,25.4,,,21/12/2024,20:00
240.0,4.0,6.0,3.9,13.0,10.0,328.0,1017.7,25.3,25.7,,21/12/2024,19:50
260.0,5.0,7.0,3.9,,10.0,328.0,1017.6,25.3,25.7,,21/12/2024,19:40
250.0,4.0,7.0,,,,,1017.6,25.4,25.7,,21/12/2024,19:30
250.0,4.0,6.0,4.1,15.0,10.4,320.0,1017.4,25.3,25.7,,21/12/2024,19:20
250.0,5.0,6.0,4.1,,10.4,320.0,1017.4,25.3,25.7,,21/12/2024,19:10
250.0,5.0,7.0,,,,,1017.2,25.2,,,21/12/2024,19:00
270.0,5.0,7.0,4.3,16.0,10.4,309.0,1017.1,25.2,25.7,,21/12/2024,18:50
270.0,5.0,7.0,4.3,,10.4,309.0,1016.9,25.1,25.7,,21/12/2024,18:40
280.0,6.0,8.0,,,,,1016.9,25.1,25.7,,21/12/2024,18:30
280.0,6.0,8.0,4.4,16.0,10.3,314.0,1016.9,25.2,25.7,,21/12/2024,18:20
280.0,6.0,7.0,4.4,,10.3,314.0,1016.8,25.2,25.7,,21/12/2024,18:10
260.0,5.0,8.0,,,,,1016.7,25.2,25.7,,21/12/2024,18:00
280.0,5.0,6.0,4.3,11.0,10.1,318.0,1016.7,25.2,25.7,,21/12/2024,17:50
270.0,5.0,8.0,4.3,,10.1,318.0,1016.7,25.2,25.7,,21/12/2024,17:40
270.0,5.0,7.0,,,,,1016.5,25.1,25.7,,21/12/2024,17:30
260.0,5.0,7.0,4.5,16.0,10.7,313.0,1016.5,25.2,25.7,,21/12/2024,17:20
260.0,6.0,8.0,,,,,1016.4,25.1,25.7,,21/12/2024,17:10
270.0,6.0,9.0,,,,,1016.3,25.2,25.8,,21/12/2024,17:00
270.0,6.0,9.0,4.1,12.0,10.0,314.0,1016.3,25.2,25.8,,21/12/2024,16:50
260.0,7.0,9.0,,,,,1016.1,25.2,,,21/12/2024,16:40
270.0,7.0,9.0,,,,,1016.1,25.2,25.8,,21/12/2024,16:30
270.0,7.0,8.0,3.8,16.0,10.0,308.0,1016.1,25.2,25.8,,21/12/2024,16:20
250.0,6.0,7.0,3.8,,10.0,308.0,1016.0,25.1,25.8,,21/12/2024,16:10
250.0,6.0,8.0,,,,,1016.0,25.1,25.8,,21/12/2024,16:00
240.0,6.0,7.0,4.7,15.0,11.0,310.0,1016.0,25.2,25.8,,21/12/2024,15:50
240.0,5.0,7.0,4.7,,11.0,310.0,1015.8,25.2,25.8,,21/12/2024,15:40
250.0,4.0,7.0,,,,,1015.9,25.2,25.8,,21/12/2024,15:30
260.0,5.0,7.0,4.4,13.0,10.5,309.0,1015.9,25.2,25.8,,21/12/2024,15:20
270.0,6.0,8.0,,,,,1015.9,25.1,25.8,,21/12/2024,15:10
270.0,7.0,9.0,,,,,1015.9,25.1,25.8,,21/12/2024,15:00
260.0,8.0,10.0,4.2,14.0,10.3,308.0,1015.8,25.1,25.8,,21/12/2024,14:50
260.0,7.0,10.0,4.2,,10.3,308.0,1015.8,25.1,25.8,,21/12/2024,14:40
270.0,8.0,10.0,,,,,1015.8,25.0,25.8,,21/12/2024,14:30
270.0,6.0,9.0,4.5,14.0,10.9,315.0,1015.7,24.6,25.8,,21/12/2024,14:20
250.0,5.0,6.0,,,,,1015.7,24.5,25.8,,21/12/2024,14:10
250.0,5.0,7.0,,,,,1015.6,24.4,25.8,,21/12/2024,14:00
250.0,5.0,7.0,4.8,15.0,10.8,308.0,1015.6,24.0,25.8,,21/12/2024,13:50
250.0,5.0,8.0,,,,,1015.7,23.6,25.8,,21/12/2024,13:40
260.0,8.0,11.0,,,,,1015.7,23.6,25.8,,21/12/2024,13:30
260.0,5.0,12.0,4.8,13.0,11.3,327.0,1015.6,24.5,25.8,,21/12/2024,13:20
270.0,5.0,8.0,4.8,,11.3,327.0,1015.6,24.6,25.8,,21/12/2024,13:10
270.0,5.0,8.0,,,,,1015.6,24.6,25.8,,21/12/2024,13:00
270.0,5.0,7.0,5.1,15.0,11.8,306.0,1015.6,24.6,25.8,,21/12/2024,12:50
250.0,5.0,7.0,,,,,1015.6,24.6,25.8,,21/12/2024,12:40
250.0,5.0,7.0,,,,,1015.6,24.6,25.8,,21/12/2024,12:30
240.0,6.0,7.0,4.7,15.0,11.6,318.0,1015.7,24.6,25.8,,21/12/2024,12:20
240.0,5.0,8.0,4.7,,11.6,318.0,1015.7,24.5,25.8,,21/12/2024,12:10
240.0,4.0,6.0,,,,,1015.6,24.5,25.8,,21/12/2024,12:00
240.0,4.0,7.0,5.9,15.0,12.6,318.0,1015.7,24.5,25.8,,21/12/2024,11:50
250.0,5.0,7.0,,,,,1015.8,24.5,25.8,,21/12/2024,11:40
230.0,5.0,8.0,,,,,1015.8,24.6,25.8,,21/12/2024,11:30
220.0,6.0,8.0,5.2,16.0,12.3,325.0,1015.8,24.6,25.8,,21/12/2024,11:20
220.0,5.0,7.0,5.2,,12.3,325.0,1015.9,24.5,25.8,,21/12/2024,11:10
220.0,4.0,7.0,,,,,1015.9,24.5,25.8,,21/12/2024,11:00
220.0,4.0,7.0,5.6,16.0,12.6,320.0,1016.0,24.4,25.8,,21/12/2024,10:50
210.0,3.0,6.0,5.6,,12.6,320.0,1016.2,24.4,25.8,,21/12/2024,10:40
230.0,4.0,7.0,,,,,1016.3,24.4,25.8,,21/12/2024,10:30
230.0,4.0,6.0,5.1,16.0,12.1,327.0,1016.4,24.4,25.8,,21/12/2024,10:20
240.0,4.0,6.0,5.1,,12.1,327.0,1016.5,24.4,25.7,,21/12/2024,10:10
250.0,5.0,7.0,,,,,1016.7,24.4,25.7,,21/12/2024,10:00
260.0,5.0,6.0,5.4,16.0,12.4,333.0,1016.8,24.5,25.7,,21/12/2024,09:50
260.0,5.0,6.0,5.4,,12.4,333.0,1016.9,24.5,25.7,,21/12/2024,09:40
250.0,5.0,6.0,,,,,1016.9,24.5,25.7,,21/12/2024,09:30
240.0,5.0,7.0,6.5,16.0,13.2,332.0,1017.1,24.4,25.7,,21/12/2024,09:20
250.0,5.0,6.0,6.5,,13.2,332.0,1017.2,24.4,25.7,,21/12/2024,09:10
240.0,4.0,6.0,,,,,1017.3,24.5,25.7,,21/12/2024,09:00
250.0,4.0,6.0,5.5,16.0,12.4,333.0,1017.2,24.4,25.7,,21/12/2024,08:50
240.0,4.0,6.0,5.5,,12.4,333.0,1017.2,24.5,25.7,,21/12/2024,08:40
240.0,4.0,5.0,,,,,1017.3,24.5,25.7,,21/12/2024,08:30
240.0,4.0,6.0,6.0,15.0,12.6,324.0,1017.3,24.5,25.7,,21/12/2024,08:20
240.0,3.0,4.0,6.0,,12.6,324.0,1017.2,24.4,25.7,,21/12/2024,08:10
240.0,3.0,5.0,,,,,1017.2,24.5,25.7,,21/12/2024,08:00
240.0,2.0,5.0,5.6,15.0,12.6,329.0,1017.1,24.4,25.7,,21/12/2024,07:50
260.0,3.0,5.0,,,,,1017.1,24.5,25.7,,21/12/2024,07:40
250.0,4.0,5.0,,,,,1017.1,24.5,25.7,,21/12/2024,07:30
250.0,4.0,6.0,5.1,16.0,12.4,340.0,1017.1,24.5,25.7,,21/12/2024,07:20
250.0,4.0,5.0,5.1,,12.4,340.0,1017.2,24.5,25.7,,21/12/2024,07:10
260.0,4.0,6.0,,,,,1017.2,24.5,25.7,,21/12/2024,07:00
250.0,3.0,6.0,5.6,17.0,12.7,342.0,1017.2,24.5,25.7,,21/12/2024,06:50
250.0,3.0,6.0,,,,,1017.0,24.4,25.7,,21/12/2024,06:40
260.0,4.0,6.0,,,,,1017.1,24.5,25.8,,21/12/2024,06:30
260.0,4.0,5.0,5.2,17.0,13.0,349.0,1017.1,24.5,25.8,,21/12/2024,06:20
260.0,3.0,6.0,5.2,,13.0,349.0,1017.0,24.4,25.8,,21/12/2024,06:10
260.0,3.0,5.0,,,,,1016.9,24.4,25.8,,21/12/2024,06:00
270.0,4.0,6.0,5.4,16.0,12.6,347.0,1017.0,24.4,25.8,,21/12/2024,05:50
270.0,3.0,5.0,,,,,1017.0,24.4,25.8,,21/12/2024,05:40
260.0,3.0,5.0,,,,,1016.9,24.4,25.8,,21/12/2024,05:30
260.0,3.0,6.0,5.3,16.0,12.7,343.0,1016.9,24.4,25.8,,21/12/2024,05:20
250.0,4.0,5.0,5.3,,12.7,343.0,1016.7,24.4,25.8,,21/12/2024,05:10
