Wind Dir (°),Wind Spd (ms),Wind Gusts 1h (ms),Wave Height (m),Dominant Wave Period (s),Avg Wave Period (s),Dominant Wave Dir,Pressure,Air Temp,Water Temp,dewpoint,Date,Heure
330.0,6.0,8.0,,,,,1014.9,21.2,24.2,,01/02/2025,18:00
310.0,6.0,8.0,3.2,14.0,8.3,14.0,1014.8,21.3,24.2,,01/02/2025,17:50
320.0,5.0,8.0,,,,,1014.7,21.1,24.2,,01/02/2025,17:40
320.0,6.0,8.0,,,,,1014.6,21.2,24.2,,01/02/2025,17:30
320.0,6.0,8.0,3.4,12.0,8.4,14.0,1014.5,21.1,24.2,,01/02/2025,17:20
330.0,6.0,9.0,3.4,,8.4,14.0,1014.3,21.0,24.2,,01/02/2025,17:10
310.0,6.0,8.0,,,,,1014.2,21.3,24.2,,01/02/2025,17:00
310.0,6.0,8.0,3.3,13.0,8.1,14.0,1014.1,21.2,24.2,,01/02/2025,16:50
310.0,6.0,8.0,3.3,,8.1,14.0,1013.9,21.1,24.2,,01/02/2025,16:40
310.0,6.0,8.0,,,,,1013.8,21.1,24.2,,01/02/2025,16:30
320.0,6.0,8.0,3.3,13.0,8.3,12.0,1013.7,21.1,24.2,,01/02/2025,16:20
320.0,7.0,9.0,3.3,,8.3,12.0,1013.5,21.1,24.2,,01/02/2025,16:10
320.0,7.0,9.0,,,,,1013.4,21.1,24.2,,01/02/2025,16:00
320.0,6.0,8.0,3.1,11.0,7.8,12.0,1013.3,21.0,24.2,,01/02/2025,15:50
310.0,4.0,8.0,3.1,,7.8,12.0,1013.2,20.8,24.2,,01/02/2025,15:40
300.0,4.0,6.0,,,,,1013.2,20.5,24.1,,01/02/2025,15:30
300.0,8.0,10.0,3.3,11.0,8.0,10.0,1013.2,20.6,24.2,,01/02/2025,15:20
310.0,7.0,11.0,3.3,,8.0,10.0,1013.1,21.1,24.2,,01/02/2025,15:10
320.0,5.0,8.0,,,,,1013.2,21.2,24.1,,01/02/2025,15:00
320.0,6.0,9.0,3.1,12.0,7.6,12.0,1013.1,21.2,24.1,,01/02/2025,14:50
320.0,7.0,9.0,3.1,,7.6,12.0,1013.1,21.2,24.2,,01/02/2025,14:40
330.0,7.0,10.0,,,,,1013.1,21.1,24.1,,01/02/2025,14:30
320.0,8.0,10.0,3.4,11.0,7.9,7.0,1013.1,21.1,24.2,,01/02/2025,14:20
320.0,7.0,9.0,3.4,,7.9,7.0,1013.0,21.1,24.1,,01/02/2025,14:10
320.0,7.0,10.0,,,,,1013.0,21.1,24.1,,01/02/2025,14:00
320.0,7.0,10.0,3.2,11.0,7.6,11.0,1013.0,21.1,24.2,,01/02/2025,13:50
330.0,7.0,10.0,3.2,,7.6,11.0,1012.9,21.1,24.2,,01/02/2025,13:40
330.0,8.0,11.0,,,,,1013.0,21.1,24.1,,01/02/2025,13:30
320.0,7.0,9.0,3.3,14.0,8.0,5.0,1012.9,21.0,24.2,,01/02/2025,13:20
320.0,7.0,9.0,3.3,,8.0,5.0,1013.0,21.1,24.2,,01/02/2025,13:10
310.0,7.0,10.0,,,,,1013.0,21.3,24.2,,01/02/2025,13:00
310.0,7.0,9.0,3.5,11.0,8.2,8.0,1013.1,21.2,24.1,,01/02/2025,12:50
310.0,7.0,9.0,3.5,,8.2,8.0,1013.2,21.2,24.2,,01/02/2025,12:40
310.0,7.0,9.0,,,,,1013.2,21.3,24.1,,01/02/2025,12:30
300.0,7.0,9.0,3.3,14.0,8.2,353.0,1013.2,21.3,24.2,,01/02/2025,12:20
300.0,7.0,10.0,3.3,,8.2,353.0,1013.3,21.3,24.2,,01/02/2025,12:10
290.0,8.0,11.0,,,,,1013.2,21.3,24.2,,01/02/2025,12:00
300.0,8.0,10.0,3.5,14.0,8.2,353.0,1013.3,21.4,24.2,,01/02/2025,11:50
300.0,8.0,11.0,3.5,,8.2,353.0,1013.3,21.4,24.2,,01/02/2025,11:40
300.0,8.0,10.0,,,,,1013.4,21.4,24.2,,01/02/2025,11:30
290.0,7.0,9.0,3.5,14.0,8.4,358.0,1013.4,21.4,24.2,,01/02/2025,11:20
290.0,8.0,10.0,3.5,,8.4,358.0,1013.4,21.5,24.2,,01/02/2025,11:10
290.0,7.0,10.0,,,,,1013.5,21.3,24.2,,01/02/2025,11:00
300.0,8.0,10.0,3.3,14.0,8.0,355.0,1013.6,21.4,24.2,,01/02/2025,10:50
310.0,8.0,10.0,3.3,,8.0,355.0,1013.6,21.4,24.2,,01/02/2025,10:40
310.0,8.0,11.0,,,,,1013.6,21.4,24.2,,01/02/2025,10:30
310.0,8.0,11.0,3.6,13.0,8.1,356.0,1013.5,21.4,24.2,,01/02/2025,10:20
310.0,9.0,11.0,3.6,,8.1,356.0,1013.6,21.4,24.2,,01/02/2025,10:10
310.0,9.0,12.0,,,,,1013.6,21.4,24.2,,01/02/2025,10:00
310.0,9.0,11.0,3.3,11.0,7.9,4.0,1013.6,21.5,24.2,,01/02/2025,09:50
310.0,9.0,12.0,3.3,,7.9,4.0,1013.6,21.5,24.2,,01/02/2025,09:40
310.0,9.0,11.0,,,,,1013.5,21.4,24.2,,01/02/2025,09:30
310.0,8.0,11.0,3.3,14.0,7.9,347.0,1013.5,21.4,24.2,,01/02/2025,09:20
300.0,7.0,10.0,3.3,,7.9,347.0,1013.5,21.4,24.2,,01/02/2025,09:10
290.0,8.0,10.0,,,,,1013.5,21.4,24.2,,01/02/2025,09:00
300.0,7.0,10.0,3.3,13.0,7.6,3.0,1013.4,21.3,24.2,,01/02/2025,08:50
300.0,8.0,10.0,3.3,,7.6,3.0,1013.4,21.5,24.2,,01/02/2025,08:40
300.0,9.0,11.0,,,,,1013.4,21.4,24.2,,01/02/2025,08:30
300.0,9.0,11.0,3.5,14.0,7.9,356.0,1013.4,21.3,24.2,,01/02/2025,08:20
300.0,9.0,11.0,3.5,,7.9,356.0,1013.3,21.3,24.2,,01/02/2025,08:10
300.0,9.0,11.0,,,,,1013.3,21.3,24.2,,01/02/2025,08:00
310.0,8.0,11.0,3.6,13.0,8.1,349.0,1013.2,21.5,24.2,,01/02/2025,07:50
310.0,7.0,10.0,3.6,,8.1,349.0,1013.2,21.5,24.2,,01/02/2025,07:40
300.0,8.0,10.0,,,,,1013.1,21.6,24.2,,01/02/2025,07:30
300.0,7.0,9.0,3.4,12.0,7.7,1.0,1013.1,21.5,24.2,,01/02/2025,07:20
310.0,8.0,10.0,3.4,,7.7,1.0,1013.1,21.5,24.2,,01/02/2025,07:10
300.0,7.0,10.0,,,,,1013.1,21.4,,,01/02/2025,07:00
310.0,8.0,10.0,3.6,13.0,8.0,3.0,1013.0,21.5,24.2,,01/02/2025,06:50
310.0,8.0,10.0,3.6,,8.0,3.0,1012.8,21.5,24.2,,01/02/2025,06:40
310.0,8.0,11.0,,,,,1012.7,21.5,24.2,,01/02/2025,06:30
300.0,8.0,11.0,3.4,14.0,7.9,2.0,1012.6,21.4,24.2,,01/02/2025,06:20
310.0,8.0,10.0,3.4,,7.9,2.0,1012.5,21.5,24.2,,01/02/2025,06:10
310.0,8.0,11.0,,,,,1012.4,21.4,24.2,,01/02/2025,06:00
300.0,7.0,9.0,3.7,12.0,8.0,4.0,1012.3,21.4,24.2,,01/02/2025,05:50
300.0,7.0,10.0,,,,,1012.3,21.4,24.2,,01/02/2025,05:40
290.0,9.0,12.0,,,,,1012.1,21.5,24.2,,01/02/2025,05:30
290.0,9.0,12.0,3.8,14.0,8.0,355.0,1011.8,21.5,24.2,,01/02/2025,05:20
310.0,9.0,12.0,3.8,,8.0,355.0,1011.7,21.2,24.2,,01/02/2025,05:10
300.0,10.0,12.0,,,,,1011.6,21.2,24.2,,01/02/2025,05:00
300.0,9.0,12.0,3.5,15.0,7.8,349.0,1011.5,21.4,24.2,,01/02/2025,04:50
300.0,9.0,11.0,,,,,1011.3,21.5,24.2,,01/02/2025,04:40
300.0,8.0,11.0,,,,,1011.2,21.5,24.2,,01/02/2025,04:30
310.0,8.0,11.0,3.8,12.0,8.0,1.0,1011.1,21.5,24.2,,01/02/2025,04:20
300.0,8.0,10.0,3.8,,8.0,1.0,1011.0,21.6,24.2,,01/02/2025,04:10
300.0,8.0,12.0,,,,,1011.0,21.4,24.2,,01/02/2025,04:00
310.0,9.0,12.0,3.5,13.0,7.7,355.0,1010.8,21.4,24.2,,01/02/2025,03:50
310.0,9.0,11.0,,,,,1010.6,21.3,24.2,,01/02/2025,03:40
310.0,9.0,11.0,,,,,1010.6,21.4,24.2,,01/02/2025,03:30
300.0,9.0,12.0,3.9,13.0,7.9,4.0,1010.5,21.5,24.2,,01/02/2025,03:20
300.0,9.0,12.0,3.9,,7.9,4.0,1010.4,21.5,24.2,,01/02/2025,03:10
300.0,9.0,12.0,,,,,1010.3,21.5,24.2,,01/02/2025,03:00
300.0,9.0,12.0,3.6,14.0,7.8,359.0,1010.2,21.5,24.2,,01/02/2025,02:50
300.0,9.0,12.0,,,,,1010.1,21.5,24.2,,01/02/2025,02:40
300.0,10.0,12.0,,,,,1010.0,21.5,24.2,,01/02/2025,02:30
300.0,9.0,12.0,3.9,15.0,8.2,345.0,1010.0,21.5,24.2,,01/02/2025,02:20
300.0,9.0,13.0,3.9,,8.2,345.0,1009.9,21.5,24.2,,01/02/2025,02:10
300.0,9.0,11.0,,,,,1009.8,21.5,24.2,,01/02/2025,02:00
300.0,9.0,12.0,3.9,14.0,8.0,359.0,1009.8,21.5,24.2,,01/02/2025,01:50
300.0,9.0,12.0,3.9,,8.0,359.0,1009.7,21.5,24.2,,01/02/2025,01:40
290.0,9.0,12.0,,,,,1009.7,21.6,24.2,,01/02/2025,01:30
300.0,9.0,12.0,3.6,13.0,7.7,350.0,1009.7,21.5,24.2,,01/02/2025,01:20
300.0,9.0,12.0,3.6,,7.7,350.0,1009.8,21.6,24.2,,01/02/2025,01:10
300.0,9.0,12.0,,,,,1009.8,21.6,24.2,,01/02/2025,01:00
300.0,9.0,12.0,3.9,13.0,8.1,353.0,1009.8,21.5,24.2,,01/02/2025,00:50
300.0,9.0,12.0,,,,,1009.8,21.5,24.2,,01/02/2025,00:40
300.0,9.0,12.0,,,,,1009.8,,24.2,,01/02/2025,00:30
300.0,9.0,12.0,3.8,12.0,7.9,357.0,1009.8,21.5,24.2,,01/02/2025,00:20
300.0,9.0,11.0,3.8,,7.9,357.0,1009.8,21.4,24.2,,01/02/2025,00:10
300.0,9.0,12.0,,,,,1009.9,21.4,24.2,,01/02/2025,00:00
300.0,9.0,12.0,3.9,14.0,8.0,348.0,1010.0,21.4,24.2,,31/01/2025,23:50
300.0,9.0,12.0,,,,,1010.2,21.5,24.2,,31/01/2025,23:40
300.0,9.0,11.0,4.0,,8.2,348.0,1010.5,21.5,24.2,,31/01/2025,23:10
300.0,9.0,11.0,,,,,1010.6,21.5,24.2,,31/01/2025,23:00
310.0,9.0,12.0,3.9,9.0,7.9,285.0,1010.7,21.4,24.2,,31/01/2025,22:50
300.0,10.0,12.0,3.9,,7.9,285.0,1010.9,21.5,24.2,,31/01/2025,22:40
300.0,10.0,12.0,,,,,1010.9,21.5,24.2,,31/01/2025,22:30
300.0,9.0,12.0,4.0,10.0,8.0,320.0,1011.1,21.6,24.2,,31/01/2025,22:20
300.0,8.0,11.0,4.0,,8.0,320.0,1011.1,21.4,24.2,,31/01/2025,22:10
300.0,9.0,11.0,,,,,1011.2,21.4,24.2,,31/01/2025,22:00
300.0,9.0,13.0,4.1,14.0,8.0,340.0,1011.3,21.5,24.2,,31/01/2025,21:50
300.0,9.0,12.0,4.1,,8.0,340.0,1011.3,21.5,24.2,,31/01/2025,21:40
300.0,9.0,12.0,,,,,1011.4,21.4,24.2,,31/01/2025,21:30
300.0,10.0,13.0,3.7,13.0,7.8,349.0,1011.4,21.6,24.2,,31/01/2025,21:20
290.0,9.0,12.0,3.7,,7.8,349.0,1011.5,21.9,24.2,,31/01/2025,21:10
290.0,9.0,11.0,,,,,1011.5,22.0,24.2,,31/01/2025,21:00
290.0,9.0,12.0,4.3,12.0,8.2,347.0,1011.5,21.9,24.2,,31/01/2025,20:50
300.0,9.0,12.0,4.3,,8.2,347.0,1011.4,21.7,24.2,,31/01/2025,20:40
300.0,9.0,12.0,,,,,1011.5,21.6,24.2,,31/01/2025,20:30
290.0,8.0,11.0,4.3,9.0,8.1,302.0,1011.5,21.7,24.2,,31/01/2025,20:20
290.0,9.0,12.0,4.3,,8.1,302.0,1011.3,21.7,24.2,,31/01/2025,20:10
290.0,9.0,12.0,,,,,1011.2,21.8,24.2,,31/01/2025,20:00
280.0,9.0,12.0,4.7,9.0,8.4,273.0,1011.1,21.8,24.2,,31/01/2025,19:50
290.0,9.0,12.0,4.7,,8.4,273.0,1011.0,21.8,24.2,,31/01/2025,19:40
290.0,9.0,12.0,,,,,1010.9,21.7,24.2,,31/01/2025,19:30
290.0,9.0,12.0,4.2,9.0,8.2,281.0,1010.8,21.5,24.2,,31/01/2025,19:20
280.0,9.0,12.0,,,,,1010.6,21.5,24.2,,31/01/2025,19:10
280.0,9.0,11.0,,,,,1010.4,21.4,24.2,,31/01/2025,19:00
290.0,8.0,11.0,4.2,9.0,8.0,315.0,1010.2,21.6,24.2,,31/01/2025,18:50
290.0,9.0,12.0,4.2,,8.0,315.0,1010.1,21.5,24.2,,31/01/2025,18:40
290.0,9.0,11.0,,,,,1009.8,21.5,24.2,,31/01/2025,18:30
290.0,9.0,12.0,4.3,9.0,7.9,283.0,1009.7,21.7,24.2,,31/01/2025,18:20
290.0,9.0,12.0,4.3,,7.9,283.0,1009.6,21.7,24.2,,31/01/2025,18:10
290.0,10.0,12.0,,,,,1009.5,21.6,24.2,,31/01/2025,18:00
290.0,10.0,14.0,4.4,10.0,7.9,309.0,1009.4,21.6,24.2,,31/01/2025,17:50
290.0,10.0,13.0,4.4,,7.9,309.0,1009.4,21.5,24.2,,31/01/2025,17:40
290.0,9.0,12.0,,,,,1009.2,21.6,24.2,,31/01/2025,17:30
290.0,9.0,13.0,4.5,11.0,7.9,337.0,1009.1,21.6,24.2,,31/01/2025,17:20
290.0,9.0,12.0,4.5,,7.9,337.0,1008.9,21.5,24.2,,31/01/2025,17:10
280.0,9.0,12.0,,,,,1008.8,21.5,24.2,,31/01/2025,17:00
290.0,9.0,12.0,4.5,12.0,8.0,345.0,1008.7,21.6,24.2,,31/01/2025,16:50
280.0,10.0,13.0,,,,,1008.5,21.6,24.2,,31/01/2025,16:40
290.0,10.0,13.0,,,,,1008.4,,,,31/01/2025,16:30
290.0,10.0,14.0,4.8,9.0,7.9,265.0,1008.4,21.4,24.2,,31/01/2025,16:20
290.0,11.0,14.0,4.8,,7.9,265.0,1008.2,21.4,24.2,,31/01/2025,16:10
300.0,11.0,13.0,,,,,1008.1,21.5,24.2,,31/01/2025,16:00
290.0,10.0,13.0,4.7,9.0,8.0,286.0,1008.1,21.5,24.2,,31/01/2025,15:50
290.0,10.0,12.0,,,,,1008.0,21.3,24.2,,31/01/2025,15:40
290.0,10.0,13.0,,,,,1007.9,21.5,24.2,,31/01/2025,15:30
290.0,10.0,12.0,4.9,9.0,8.0,276.0,1007.8,21.6,24.2,,31/01/2025,15:20
290.0,10.0,13.0,,,,,1007.7,21.6,24.2,,31/01/2025,15:10
280.0,10.0,13.0,,,,,1007.6,21.8,24.2,,31/01/2025,15:00
280.0,10.0,14.0,4.9,9.0,8.1,259.0,1007.5,22.0,24.2,,31/01/2025,14:50
280.0,11.0,13.0,,,,,1007.4,21.9,24.2,,31/01/2025,14:40
280.0,11.0,15.0,,,,,1007.4,21.9,24.2,,31/01/2025,14:30
280.0,11.0,14.0,4.7,,7.8,269.0,1007.4,21.9,,,31/01/2025,14:20
,,,4.7,9.0,7.8,269.0,,,,,31/01/2025,14:10
290.0,11.0,15.0,,,,,1007.4,21.9,24.2,,31/01/2025,14:00
290.0,11.0,14.0,4.9,10.0,8.1,299.0,1007.4,22.0,24.2,,31/01/2025,13:50
280.0,11.0,15.0,,,,,1007.4,22.0,24.2,,31/01/2025,13:40
290.0,11.0,15.0,,,,,1007.3,21.8,24.2,,31/01/2025,13:30
290.0,11.0,14.0,4.9,11.0,8.5,329.0,1007.4,21.7,24.2,,31/01/2025,13:20
280.0,10.0,15.0,4.9,,8.5,329.0,1007.4,21.2,24.2,,31/01/2025,13:10
270.0,10.0,13.0,,,,,1007.3,20.9,24.2,,31/01/2025,13:00
280.0,9.0,12.0,5.4,10.0,8.3,297.0,1007.5,20.5,24.2,,31/01/2025,12:50
280.0,12.0,16.0,5.4,,8.3,297.0,1007.6,20.8,24.2,,31/01/2025,12:40
270.0,12.0,16.0,,,,,1007.6,20.6,24.2,,31/01/2025,12:30
270.0,13.0,16.0,5.1,11.0,8.3,316.0,1007.6,20.8,24.2,,31/01/2025,12:20
280.0,11.0,15.0,5.1,,8.3,316.0,1007.6,21.4,24.2,,31/01/2025,12:10
280.0,11.0,14.0,,,,,1007.6,21.2,24.2,,31/01/2025,12:00
280.0,12.0,15.0,5.2,10.0,8.4,269.0,1007.7,21.2,24.2,,31/01/2025,11:50
290.0,12.0,15.0,,,,,1007.7,21.2,24.2,,31/01/2025,11:40
280.0,11.0,15.0,,,,,1007.8,21.4,24.2,,31/01/2025,11:30
280.0,12.0,15.0,5.7,10.0,8.6,280.0,1007.7,21.5,24.2,,31/01/2025,11:20
290.0,12.0,15.0,5.7,,8.6,280.0,1007.7,21.4,24.2,,31/01/2025,11:10
290.0,11.0,15.0,,,,,1007.6,21.0,24.2,,31/01/2025,11:00
290.0,13.0,16.0,5.1,10.0,8.2,266.0,1007.5,21.0,24.2,,31/01/2025,10:50
290.0,12.0,16.0,5.1,,8.2,266.0,1007.5,21.5,24.2,,31/01/2025,10:40
280.0,13.0,17.0,,,,,1007.6,22.1,24.2,,31/01/2025,10:30
280.0,13.0,17.0,5.4,12.0,8.5,320.0,1007.4,22.0,24.3,,31/01/2025,10:20
280.0,12.0,16.0,5.4,,8.5,320.0,1007.6,22.0,24.3,,31/01/2025,10:10
280.0,12.0,15.0,,,,,1007.5,21.8,24.3,,31/01/2025,10:00
290.0,13.0,17.0,5.7,11.0,8.6,316.0,1007.7,21.2,24.3,,31/01/2025,09:50
290.0,13.0,17.0,5.7,,8.6,316.0,1007.6,22.0,24.3,,31/01/2025,09:40
270.0,12.0,16.0,,,,,1007.4,22.6,24.3,,31/01/2025,09:30
270.0,13.0,17.0,5.5,11.0,8.6,304.0,1007.2,22.6,24.3,,31/01/2025,09:20
270.0,13.0,16.0,,,,,1007.2,22.6,24.3,,31/01/2025,09:10
270.0,13.0,17.0,,,,,1007.2,22.6,24.3,,31/01/2025,09:00
270.0,12.0,15.0,4.8,10.0,8.1,294.0,1007.2,22.6,24.3,,31/01/2025,08:50
270.0,13.0,17.0,4.8,,8.1,294.0,1007.0,22.7,24.3,,31/01/2025,08:40
270.0,12.0,17.0,,,,,1007.0,22.6,24.3,,31/01/2025,08:30
270.0,12.0,16.0,4.6,10.0,8.0,270.0,1006.9,22.7,24.3,,31/01/2025,08:20
270.0,12.0,16.0,4.6,,8.0,270.0,1006.8,22.7,24.3,,31/01/2025,08:10
270.0,12.0,16.0,,,,,1006.8,22.7,24.3,,31/01/2025,08:00
270.0,13.0,16.0,4.5,10.0,7.8,261.0,1006.6,22.7,24.3,,31/01/2025,07:50
280.0,13.0,16.0,4.5,,7.8,261.0,1006.7,22.7,24.3,,31/01/2025,07:40
280.0,13.0,17.0,,,,,1006.6,22.8,24.3,,31/01/2025,07:30
270.0,13.0,16.0,4.6,10.0,7.9,272.0,1006.5,22.8,24.3,,31/01/2025,07:20
280.0,12.0,17.0,4.6,,7.9,272.0,1006.4,22.8,24.3,,31/01/2025,07:10
280.0,12.0,16.0,,,,,1006.2,22.8,24.3,,31/01/2025,07:00
280.0,12.0,15.0,4.2,10.0,7.6,238.0,1006.0,22.8,24.3,,31/01/2025,06:50
270.0,13.0,16.0,,,,,1006.0,22.8,24.3,,31/01/2025,06:40
270.0,13.0,16.0,,,,,1005.9,22.8,24.3,,31/01/2025,06:30
270.0,12.0,17.0,4.9,11.0,8.1,285.0,1005.6,22.8,24.3,,31/01/2025,06:20
270.0,12.0,16.0,4.9,,8.1,285.0,1005.5,22.9,24.3,,31/01/2025,06:10
280.0,13.0,17.0,,,,,1005.4,22.8,24.3,,31/01/2025,06:00
280.0,13.0,17.0,5.0,10.0,8.1,257.0,1005.2,22.7,24.3,,31/01/2025,05:50
280.0,13.0,15.0,,,,,1005.1,22.7,24.3,,31/01/2025,05:40
280.0,13.0,17.0,,,,,1004.8,22.8,24.3,,31/01/2025,05:30
280.0,12.0,16.0,5.2,10.0,8.2,259.0,1004.5,22.7,24.3,,31/01/2025,05:20
280.0,13.0,17.0,5.2,,8.2,259.0,1004.4,22.8,24.3,,31/01/2025,05:10
280.0,13.0,16.0,,,,,1004.2,22.9,24.3,,31/01/2025,05:00
280.0,13.0,17.0,4.9,10.0,8.0,263.0,1004.1,22.8,24.3,,31/01/2025,04:50
280.0,13.0,17.0,,,,,1004.0,22.9,24.3,,31/01/2025,04:40
270.0,13.0,17.0,,,,,1003.8,22.9,24.3,,31/01/2025,04:30
280.0,13.0,16.0,4.9,10.0,7.9,227.0,1003.6,22.9,24.3,,31/01/2025,04:20
280.0,12.0,15.0,4.9,,7.9,227.0,1003.5,23.0,24.3,,31/01/2025,04:10
280.0,12.0,16.0,,,,,1003.3,23.1,24.3,,31/01/2025,04:00
270.0,13.0,16.0,4.7,10.0,7.8,252.0,1003.2,23.0,24.3,,31/01/2025,03:50
270.0,13.0,18.0,,,,,1002.9,23.0,24.3,,31/01/2025,03:40
270.0,13.0,17.0,,,,,1002.8,23.0,24.3,,31/01/2025,03:30
270.0,13.0,16.0,5.1,10.0,7.9,257.0,1002.6,23.0,24.3,,31/01/2025,03:20
270.0,13.0,17.0,,,,,1002.5,23.0,24.3,,31/01/2025,03:10
280.0,12.0,16.0,,,,,1002.2,22.9,24.3,,31/01/2025,03:00
280.0,12.0,16.0,5.0,10.0,7.8,238.0,1002.2,22.8,24.3,,31/01/2025,02:50
270.0,12.0,15.0,,,,,1002.0,23.3,24.3,,31/01/2025,02:40
270.0,12.0,16.0,,,,,1002.0,23.3,24.3,,31/01/2025,02:30
270.0,13.0,17.0,4.8,10.0,7.6,245.0,1002.0,23.3,24.3,,31/01/2025,02:20
270.0,13.0,16.0,4.8,,7.6,245.0,1001.9,23.2,24.3,,31/01/2025,02:10
270.0,12.0,16.0,,,,,1001.8,22.9,24.3,,31/01/2025,02:00
280.0,12.0,16.0,5.0,10.0,7.9,216.0,1001.8,22.9,24.3,,31/01/2025,01:50
280.0,12.0,15.0,5.0,,7.9,216.0,1001.7,22.8,24.4,,31/01/2025,01:40
270.0,13.0,16.0,,,,,1001.6,22.8,24.4,,31/01/2025,01:30
270.0,13.0,17.0,4.9,9.0,7.8,244.0,1001.5,23.3,24.4,,31/01/2025,01:20
270.0,13.0,16.0,4.9,,7.8,244.0,1001.4,23.6,24.4,,31/01/2025,01:10
270.0,12.0,16.0,,,,,1001.2,23.6,24.4,,31/01/2025,01:00
260.0,12.0,17.0,4.9,9.0,7.8,245.0,1001.2,23.3,24.4,,31/01/2025,00:50
270.0,13.0,17.0,,,,,1001.2,23.3,24.4,,31/01/2025,00:40
260.0,12.0,16.0,,,,,1001.1,23.6,24.4,,31/01/2025,00:30
260.0,13.0,17.0,5.0,10.0,7.9,231.0,1001.0,23.5,24.4,,31/01/2025,00:20
260.0,14.0,19.0,5.0,,7.9,231.0,1001.0,24.2,24.4,,31/01/2025,00:10
260.0,14.0,18.0,,,,,1001.1,24.4,24.4,,31/01/2025,00:00
260.0,13.0,17.0,4.9,10.0,7.9,221.0,1001.2,24.3,24.4,,30/01/2025,23:50
260.0,14.0,17.0,,,,,1001.3,24.3,24.4,,30/01/2025,23:40
250.0,13.0,16.0,4.8,10.0,8.1,229.0,1001.5,24.3,24.4,,30/01/2025,23:20
250.0,13.0,17.0,4.8,,8.1,229.0,1001.7,24.5,24.4,,30/01/2025,23:10
250.0,13.0,17.0,,,,,1001.7,24.6,24.4,,30/01/2025,23:00
250.0,13.0,16.0,5.2,,8.1,245.0,1001.7,24.6,24.4,,30/01/2025,22:50
,,,5.2,10.0,8.1,245.0,,,,,30/01/2025,22:40
250.0,13.0,17.0,,,,,1002.0,24.7,24.4,,30/01/2025,22:30
250.0,13.0,17.0,5.1,10.0,8.0,236.0,1002.0,24.8,24.4,,30/01/2025,22:20
250.0,13.0,17.0,,,,,1002.2,24.6,24.4,,30/01/2025,22:10
250.0,12.0,15.0,,,,,1002.4,24.5,24.4,,30/01/2025,22:00
240.0,12.0,15.0,4.8,10.0,7.8,248.0,1002.6,24.4,24.4,,30/01/2025,21:50
240.0,13.0,16.0,,,,,1002.7,24.3,24.4,,30/01/2025,21:40
230.0,13.0,17.0,,,,,1002.9,24.2,,,30/01/2025,21:30
230.0,12.0,17.0,4.6,9.0,7.7,232.0,1003.0,23.8,24.4,,30/01/2025,21:20
230.0,12.0,16.0,4.6,,7.7,232.0,1003.1,23.1,24.4,,30/01/2025,21:10
230.0,13.0,17.0,,,,,1003.0,22.2,24.4,,30/01/2025,21:00
230.0,13.0,17.0,4.7,10.0,7.9,236.0,1003.1,22.1,24.4,,30/01/2025,20:50
240.0,12.0,16.0,4.7,,7.9,236.0,1002.9,22.0,24.4,,30/01/2025,20:40
240.0,11.0,16.0,,,,,1003.0,22.6,24.4,,30/01/2025,20:30
230.0,10.0,15.0,4.7,10.0,7.9,236.0,1002.8,23.0,24.4,,30/01/2025,20:20
210.0,13.0,17.0,,,,,1002.9,23.4,24.4,,30/01/2025,20:10
210.0,13.0,17.0,,,,,1002.7,23.6,24.4,,30/01/2025,20:00
210.0,13.0,17.0,4.6,10.0,7.6,240.0,1002.5,23.5,24.4,,30/01/2025,19:50
210.0,13.0,17.0,,,,,1002.5,23.3,24.4,,30/01/2025,19:40
210.0,14.0,17.0,,,,,1002.3,23.1,24.4,,30/01/2025,19:30
210.0,12.0,17.0,5.5,10.0,8.1,229.0,1002.3,22.9,24.4,,30/01/2025,19:20
210.0,12.0,16.0,,,,,1002.4,22.5,24.4,,30/01/2025,19:10
210.0,13.0,16.0,5.5,,8.1,229.0,1002.3,22.4,24.4,,30/01/2025,19:00
210.0,13.0,17.0,4.7,10.0,7.5,223.0,1002.4,22.9,24.4,,30/01/2025,18:50
210.0,14.0,18.0,,,,,1002.1,22.9,24.4,,30/01/2025,18:40
220.0,14.0,19.0,,,,,1002.1,22.9,24.4,,30/01/2025,18:30
220.0,14.0,18.0,4.9,10.0,7.5,235.0,1002.1,22.7,24.4,,30/01/2025,18:20
220.0,14.0,18.0,,,,,1002.1,22.2,24.4,,30/01/2025,18:10
220.0,15.0,19.0,,,,,1002.4,21.9,24.4,,30/01/2025,18:00
220.0,12.0,16.0,5.2,9.0,7.8,228.0,1002.2,21.7,24.4,,30/01/2025,17:50
220.0,13.0,17.0,,,,,1002.2,21.7,24.4,,30/01/2025,17:40
230.0,14.0,19.0,,,,,1002.4,21.6,24.4,,30/01/2025,17:30
230.0,16.0,20.0,5.4,10.0,7.8,233.0,1002.3,22.1,24.4,,30/01/2025,17:20
220.0,16.0,20.0,5.4,,7.8,233.0,1001.8,22.7,24.4,,30/01/2025,17:10
220.0,14.0,18.0,,,,,1001.8,23.3,24.4,,30/01/2025,17:00
220.0,15.0,19.0,4.7,9.0,7.4,228.0,1001.6,23.4,24.4,,30/01/2025,16:50
210.0,15.0,20.0,4.7,,7.4,228.0,1001.5,23.1,24.4,,30/01/2025,16:40
210.0,15.0,20.0,,,,,1001.2,22.8,24.4,,30/01/2025,16:30
210.0,16.0,20.0,4.5,9.0,7.0,215.0,1000.9,22.9,24.4,,30/01/2025,16:20
